품명,한글명,포장단위(규격), 금액(US$),제조국,전문/일반
THALIDE CAPSULES 50MG,탈라이드캡슐50밀리그램,10CAP/3PTP/BOX,"  1,200 ",INDIA,전문
THALLIUM CHLORIDE(201TL) INJ SOLUTION,다이이치염화탈륨(201TI)주사액,2ML(148MBQ=4MCI)/VIAL,"  209,558 ",JAPAN,전문
THALLIUM CHLORIDE(201TL) INJ SOLUTION,다이이치염화탈륨(201TI)주사액,5ML(370MBQ=10MCI)/VIAL,"  263,378 ",JAPAN,전문
THALLOUS CHLORIDE TL-201 INJECTION,듀폰염화탈륨(201TI)주사액,11MCI/VIAL,"  95,495 ",USA,전문
THALLOUS CHLORIDE TL-201 INJECTION,듀폰염화탈륨(201TI)주사액,19.8MCI/VIAL,"  10,000 ",USA,전문
THALLOUS CHLORIDE TL-201 INJECTION,듀폰염화탈륨(201TI)주사액,6.6MCI/VIAL,  90 ,USA,전문
THCHNE DTPA INJ,테크네디티피에이키트주사,20MG/10VIAL/KIT,"  15,234 ",JAPAN,전문
THEZONE ULTRACARE WALTERBERRY GEL 20% (BENZOCAINE),더존울트라케어왈터베리겔20%,30ML/BOTTLE,"  82,099 ",USA,전문
THYMOGLOBULINE INJ,치모글로부린주사,25MG/VIAL,"  5,357,537 ",NETHERLANDS,전문
THYROGEN INJ,젠자임타이로젠주,44.6MG/VIAL,"  3,171,199 ",USA,전문
THYROKEY P THERAPEUTIC SODIUM IODIDE I-131 CAP,싸이로키피치료용요오드화나트륨(I-131)캡슐,1295MBQ/1CAP/PACK,"  8,940 ",POLAND,전문
THYROKEY P THERAPEUTIC SODIUM IODIDE I-131 CAP,싸이로키피치료용요오드화나트륨(I-131)캡슐,1850MBQ/1CAP/PACK,  73 ,POLAND,전문
THYROKEY P THERAPEUTIC SODIUM IODIDE I-131 CAP,싸이로키피치료용요오드화나트륨(I-131)캡슐,3700MBQ/1CAP/PACK,"  1,121 ",POLAND,전문
TIMOPTIC 0.5% OPHTHALMIC SOLUTION,티모프틱0.5%점안액,5ML/BOTTLE,"  72,725 ",FRANCE,전문
TIMOPTIC XE 0.5% OPHTHALMIC SOLUTION,티모프틱엑스이0.5%점안액,2.5ML/BOTTLE,"  205,762 ",FRANCE,전문
TISSEEL,티씰,1ML/2SYRINGE/PACK,"  3,158,859 ",AUSTRIA,전문
TISSEEL,티씰,2ML/2SYRINGE/PACK,"  2,537,030 ",AUSTRIA,전문
TIVICAY TABLET 50MG,티비케이정50밀리그램,30TAB/1BOTTLE/PACK,"  1,124,011 ",U.K,전문
TOBRADEX STERILE OPHTHALMIC SUSPENSION,토브라덱스점안액,5ML/BOTTLE/PACK,"  140,754 ",BELGIUM,전문
TOBREX 0.3% STERILE OPHTHALMIC SOLUTION,토브렉스0.3%점안액,5ML/1BOTTLE/PACK,"  46,090 ",BELGIUM,전문
TOBREX OPHTHALMIC OINTMENT,토브렉스안연고,3.5G/1TUBE/PACK,"  15,340 ",BELGIUM,전문
TOREM TAB. 10MG,토렘정10밀리그램,10TAB/10PTP/BOX,"  190,925 ",GERMANY,전문
TOREM TAB. 2.5MG,토렘정2.5밀리그램,10TAB/10PTP/BOX,"  192,305 ",GERMANY,전문
TOREM TAB. 5MG,토렘정5밀리그램,10TAB/10PTP/BOX,"  609,273 ",GERMANY,전문
TORISEL INJ,토리셀주,1.2ML/1VIAL/PACK,"  516,407 ",U.K,전문
TOSTREX 2% GEL,토스트렉스겔2%,60G/CAN,"  84,083 ",U.K,전문
TOUJEO INJ SOLOSTAR,투제오주솔로스타,1.5ML/3PEN/PACK,"  8,763,880 ",GERMANY,전문
TOVIAZ TAB 4MG,토비애즈서방정4밀리그램,7TAB/4PTP/CARTON,"  1,897,523 ",U.K,전문
TOVIAZ TAB 8MG,토비애즈서방정8밀리그램,7TAB/4PTP/PACK,"  693,834 ",U.K,전문
TRACLEER TABLET 62.5MG,트라클리어정62.5밀리그램,10TAB/6PTP/BOX,"  3,446,723 ",JAPAN,전문
TRACTOCILE INJ,트랙토실주,0.9ML/VIAL,"  109,411 ",SWITZERLAND,전문
TRACTOCILE INJ,트랙토실주,5ML/VIAL,"  3,817,330 ",SWITZERLAND,전문
TRAJENTA DUO TAB 2.5/1000MG,트라젠타듀오정2.5/1000밀리그램,10TAB/3PTP/PACK,"  2,867 ",USA,전문
TRAJENTA DUO TAB 2.5/1000MG,트라젠타듀오정2.5/1000밀리그램,10TAB/6PTP/PACK,"  11,950,586 ",USA,전문
TRAJENTA DUO TAB 2.5/500MG,트라젠타듀오정2.5/500밀리그램,10TAB/3PTP/PACK,"  2,867 ",USA,전문
TRAJENTA DUO TAB 2.5/500MG,트라젠타듀오정2.5/500밀리그램,10TAB/6PTP/PACK,"  13,380,313 ",USA,전문
TRAJENTA DUO TAB 2.5/850MG,트라젠타듀오정2.5/850밀리그램,10TAB/3PTP/PACK,"  2,867 ",USA,전문
TRAJENTA DUO TAB 2.5/850MG,트라젠타듀오정2.5/850밀리그램,10TAB/6PTP/PACK,"  10,569,102 ",USA,전문
TRAJENTA TAB,트라젠타정,10TAB/3PTP/PACK,"  35,929,498 ",USA,전문
TRAVATAN 0.004% EYE DROPE,트라바탄점안액0.004%,2.5ML/1BOTTLE/PACK,"  1,135,300 ",SINGAPORE,전문
TRAVOCORT CREAM,트라보코트크림,15G/TUBE,"  418,121 ",AUSTRIA,전문
TRESIBA FLEXTOUCH INJ 100U/ML,트레시바플렉스터치주100단위/밀리리터,3ML/5PEN/PACK,"  13,870,172 ",DENMARK,전문
TRIDOL SOLUBLE TAB,트리돌솔루블정,10TAB/5PTP/CASE,"  72,034 ",GERMANY,전문
TRILEPTAL 300MG FC TAB,트리렙탈필름코팅정300밀리그램,10TAB/10PTP/PACK,"  1,528,232 ",SWITZERLAND,전문
TRILEPTAL FCT 150MG,트리렙탈필름코팅정150mg,10TAB/10PTP/PACK,"  449,928 ",SWITZERLAND,전문
TRILEPTAL FCT 600MG,트리렙탈필름코팅정600mg,10TAB/10PTP/PACK,"  1,859,711 ",SWITZERLAND,전문
TRILEPTAL SUSPENSION 6%,트리렙탈현탁액6%,100ML/1BOTTLE/PACK,"  651,019 ",SWITZERLAND,전문
TRILIPIX 135MG 30CAPS,트리리픽스캡슐,10CAP/3PTP/PACK,  20 ,IRELAND,전문
TRISENOX INJECTION(ARSENIC TRIOXIDE),트리세녹스주,10ML/5AMP/PACK,"  391,650 ",JAPAN,전문
TRIUMEQ TABLET,트리멕정,30TAB/1BOTTLE/PACK,"  17,441,435 ",U.K,전문
TROMBOJECT INJ 1% 10MG/ML,트롬보젝주1%10mg/mL,2ML/10VIAL/BOX,"  49,023 ",CANADA,전문
TROMBOJECT INJ 3% 30MG/ML,트롬보젝주3%30mg/mL,2ML/10VIAL/BOX,"  62,309 ",CANADA,전문
TROMBOJECT INJ 3% 30MG/ML,트롬보젝주3%30mg/ml,5ML/5VIAL/BOX,"  22,286 ",CANADA,전문
TRULICITY 0.75MG/0.5ML DISPOSABLE PENS,트루리시티0.75밀리그램/0.5밀리리터(일회용펜),0.5ML/2PEN/PACK,"  1,759,570 ",USA,전문
TRULICITY 0.75MG/0.5ML DISPOSABLE PENS,트루리시티0.75밀리그램/0.5밀리리터(일회용펜),0.5ML/PEN/PACK,"  1,847 ",USA,전문
TRULICITY 1.5MG/0.5ML DISPOSABLE PENS,트루리시티1.5밀리그램/0.5밀리리터(일회용펜),0.5ML/2PEN/PACK,"  3,635,585 ",USA,전문
TRULICITY 1.5MG/0.5ML DISPOSABLE PENS,트루리시티1.5밀리그램/0.5밀리리터(일회용펜),0.5ML/PEN/PACK,"  9,338 ",USA,전문
TRUSOPT OPHTHALMIC SOLUTION,트루솝점안액,5ML/BOTTLE,"  266,759 ",FRANCE,전문
TRUVADA TAB,트루바다정,30TAB/BOTTLE,"  2,527,805 ",IRELAND,전문
TUBERCULIN PPD RT 23 SSI/APC,튜베르쿨린피피디알티23에스에스아이/APC,1.5ML/10VIAL/BOX,"  488,098 ",DENMARK,전문
TWYNSTA TAB 40/10MG,트윈스타정40/10밀리그램,10TAB/3PTP/PACK,"  3,599,797 ",GERMANY,전문
TWYNSTA TAB 40/5MG,트윈스타정40/5밀리그램,10TAB/3PTP/PACK,"  21,499,538 ",GERMANY,전문
TWYNSTA TAB 80/5MG,트윈스타정80/5밀리그램,10TAB/3PTP/PACK,"  12,072,575 ",GERMANY,전문
TYGACIL INJECTION,타이가실주,50MG/10VIAL/PACK,"  1,978,829 ",U.K,전문
TYKERB TAB 250MG,타이커브정250밀리그램,30TAB/BOTTLE,"  4,150,533 ",AUSTRALIA,전문
TYROSINE S INJECTION (TREATMENT COURSE A),티로신에스주사(트리트먼트코오스A),5ML/2(OR3)VIAL/SET,"  4,702 ",U.K,전문
TYROSINE S INJECTION (TREATMENT COURSE B),티로신에스주사(트리트먼트코오스B),5ML/2(OR3)VIAL/SET,"  69,355 ",U.K,전문
TYROSINE S INJECTION (TREATMENT COURSE C),티로신에스주사(트리트먼트코오스C),5ML/2(OR3)VIAL/SET,"  17,925 ",U.K,전문
TYROSINE S INJECTION (TREATMENT COURSE D),티로신에스주사(트리트먼트코오스D),5ML/2(OR3)VIAL/SET,"  18,093 ",U.K,전문
TYROSINE S INJECTION (TREATMENT COURSE E),티로신에스주사(트리트먼트코오스E),5ML/2(OR3)VIAL/SET,"  7,198 ",U.K,전문
TYROSINE S INJECTION (TREATMENT COURSE F),티로신에스주사(트리트먼트코오스F),5ML/2(OR3)VIAL/SET,"  10,675 ",U.K,전문
TYROSINE S INJECTION(CONTINUATION COURSE A),티로신에스주사(컨티뉴에이션코오스A),7ML/1VIAL/SET,"  12,529 ",U.K,전문
TYROSINE S INJECTION(CONTINUATION COURSE B),티로신에스주사(컨티뉴에이션코오스B),7ML/1VIAL/SET,"  281,958 ",U.K,전문
TYROSINE S INJECTION(CONTINUATION COURSE C),티로신에스주사(컨티뉴에이션코오스C),7ML/1VIAL/SET,"  48,704 ",U.K,전문
TYROSINE S INJECTION(CONTINUATION COURSE D),티로신에스주사(컨티뉴에이션코오스D),7ML/1VIAL/SET,"  39,043 ",U.K,전문
TYROSINE S INJECTION(CONTINUATION COURSE E),티로신에스주사(컨티뉴에이션코오스E),7ML/1VIAL/SET,"  17,759 ",U.K,전문
TYROSINE S INJECTION(CONTINUATION COURSE F),티로신에스주사(컨티뉴에이션코오스F),7ML/1VIAL/SET,"  18,213 ",U.K,전문
TYSABRI INJ,티사브리주,15ML/VIAL,"  88,424 ",SWITZERLAND,전문
UCERAX SYRUP(HYDROXYZINE DIHYDRO CHLORIDE),유시락스시럽,100ML/BOTTLE/BOX,"  1,955,438 ",BELGIUM,전문
ULTRA TECHNEKOW GENERATOR,울트라테크네카우제너레이터,11.1GBQ(300MCI/1GENERATOR),"  204,347 ",JAPAN,전문
ULTRA TECHNEKOW GENERATOR,울트라테크네카우제너레이터,18.5GBQ(500MCI/1GENERATOR),"  445,351 ",JAPAN,전문
ULTRA TECHNEKOW GENERATOR,울트라테크네카우제너레이터,37GBQ(1000MCI/1GENERATOR),"  392,885 ",JAPAN,전문
ULTRA TECHNEKOW GENERATOR,울트라테크네카우제너레이터,7.4GBQ(200MCI/1GENERATOR),"  45,820 ",JAPAN,전문
UNASYN INJ 750MG,유나신주사750밀리그램,750MG/10VIAL/BOX,"  216,155 ",JAPAN,전문
UNASYN TAB 375MG,유나신정375mg,10TAB/3PTP/PACK,"  246,904 ",ITALY,전문
UNIPHYL SR TABLETS 200MG,유니필서방정200mg,500TAB/1BOTTLE/BOX,"  125,679 ",CANADA,전문
UNIPHYL SR TABLETS 400MG,유니필서방정400mg,500TAB/1BOTTLE/BOX,"  46,438 ",CANADA,전문
UPTRAVI TABLET 200MCG,업트라비정200마이크로그램,10TAB/6PTP/BOX,"  48,100 ",SWITZERLAND,전문
UPTRAVI TABLET 400MCG,업트라비정400마이크로그램,10TAB/6PTP/BOX,"  52,108 ",SWITZERLAND,전문
UPTRAVI TABLET 800MCG,업트라비정800마이크로그램,10TAB/6PTP/BOX,"  48,099 ",SWITZERLAND,전문
UREA (14C) CAPSULE,유레아캡슐,20CAP/BOTTLE,"  203,500 ",CHINA,전문
UREA13C BREATH TEST KIT,우레아13C브래스테스트키트,1CUP(3.3G)/KIT,"  36,000 ",CHINA,전문
UROMITEXAN INJ,유로미텍산주,4ML/15AMP/BOX,"  510,216 ",GERMANY,전문
UTROGESTAN SOFT CAPSULE,유트로게스탄연질캡슐,15CAP/2PTP/PACK,"  538,741 ",THAILAND,전문
UTROGESTAN VIGINAL SUPPOSITORIES 200MG,유트로게스탄질좌제200mg,15CAP/1PTP/PACK,"  1,175,599 ",THAILAND,전문
VAHELVA RESPIMAT,바헬바레스피맷,4.5ML/CATRIDGE,"  3,604,221 ",GERMANY,전문
VALCYTE TAB FC 450MG,발싸이트정450밀리그램,60TAB/1BOTTLE/PACK,"  1,300,531 ",SWITZERLAND,전문
VALTREX TAB 500MG (VALACICLOVIR HYDRO CHLORIDE),발트렉스정500밀리그램,10TAB/1PTP/PACK,"  323,478 ",SPAIN,전문
VALTREX TAB 500MG (VALACICLOVIR HYDRO CHLORIDE),발트렉스정500밀리그램,6TAB/7PTP/PACK,"  647,806 ",SPAIN,전문
VAQTA INJ,박타주,0.5ML/10PFS/PACK,"  2,365,645 ",USA,전문
VAQTAPREFILEDSYRINGE,박타프리필드시린지,1ML/10PFS/BOX,"  8,281,764 ",USA,전문
VARI-L VACCINE,바리-엘백신,0.5ML/10VIAL/BOX,"  2,140,832 ",CHINA,전문
VASTINAN MR SR TAB,바스티난엠알서방정,30TAB/2PTP/BOX,"  3,301,238 ",FRANCE,전문
VASTINAN TAB,바스티난정,1000TAB/1BOTTLE/BOX,"  323,500 ",CHINA,전문
VASTINAN TAB,바스티난정,15TAB/6PTP/BOX,"  166,139 ",CHINA,전문
VAXAR TAB 6MG,박사르정6밀리그램,7TAB/4PTP/PACK,"  213,564 ",SPAIN,전문
VAXAR TAB. 2MG,박사르정2밀리그램,7TAB/4PTP/PACK,"  342,296 ",SPAIN,전문
VAXAR TAB. 4MG,박사르정4밀리그램,7TAB/4PTP/PACK,"  725,326 ",SPAIN,전문
VAXEM HIB PREFILLED SYRINGE,박셈힙(프리필드시린지),0.5ML/10PFS/PACK,"  3,751,969 ",ITALY,전문
VAXIGRIP INJ.,박씨그리프주,0.25ML/10PFS/BOX,"  564,422 ",FRANCE,전문
VAXIGRIP INJ.,박씨그리프주,0.5ML/10PFS/BOX,"  914,227 ",FRANCE,전문
VAXIGRIP TETRA,박씨그리프테트라주,0.5ML/10PFS/BOX,"  5,720,000 ",FRANCE,전문
VELCADE INJ.,벨케이드주,3.5MG/1VIAL/PACK,"  8,643,866 ",BELGIUM,전문
VELZOMIB INJECTION 1MG,벨조밉주1밀리그램,1MG/1VIAL/BOX,"  28,052 ",NETHERLANDS,전문
VELZOMIB INJECTION 3.5MG,벨조밉주3.5밀리그램,3.5MG/1VIAL/BOX,"  77,042 ",NETHERLANDS,전문
VEMACAST INJECTION,베마케스트주,2ML/AMP,"  182,327 ",JAPAN,전문
VEMLIDY TAB,베믈리디정,30TAB/BOTTLE,"  2,099,958 ",U.K,전문
VENOFERRUM INJ.,베노훼럼주,5ML/5AMP/BOX,"  698,523 ",SWITZERLAND,전문
VENTAVIS INHALATION SOLUTION,벤타비스흡입액,2ML/30BOTTLE/PACK,"  370,313 ",AUSTRALIA,전문
VENTOLIN EVOHALER 100MCG,벤토린에보할러,1INHALER/PACK(200DOSE),"  1,073,401 ",AUSTRALIA,전문
VENTOLIN NEBLES 2.5MG,벤토린네뷸2.5mg,2.5ML/20AMP/PACK,"  915,769 ",AUSTRALIA,전문
VENTOLIN RESP SOLUTION,벤토린흡입액,20ML/1BOTTLE/PACK,"  519,466 ",U.K,전문
VERRUMAL SOLUTION,베루말액,13ML/BOTTLE,"  263,769 ",GERMANY,전문
VESANOID SOFT CAP 10MG,베사노이드연질캡슐10밀리그램,100CAP/BOTTLE,"  844,190 ",GERMANY,전문
VESICARE TAB 10MG,베시케어정10밀리그램,10TAB/10PTP/BOX,"  2,326,633 ",NETHERLANDS,전문
VESICARE TAB 5MG,베시케어정5밀리그램,10TAB/10PTP/BOX,"  9,194,604 ",NETHERLANDS,전문
VFEND INJ 200MG(VORICONAZOLE),브이펜드주사200밀리그램,1VIAL/PACK,"  1,755,301 ",U.K,전문
VFEND TAB. 200MG (VORICONAZOLE),브이펜드정200밀리그램,7TAB/2PTP/CARTON,"  1,372,782 ",U.K,전문
VIAGRA TABLET 100MG,비아그라정100밀리그램,2TAB/2PTP/BOX,"  2,801,833 ",AUSTRALIA,전문
VIBRAMYCIN N-TAB 100MG,바이브라마이신-엔정100밀리그램,10TAB/10PTP/BOX,"  135,512 ",AUSTRIA,전문
VICTOZA PEN INJ 6MG/ML,빅토자펜주6밀리그램/밀리리터,3ML/2PEN/PACK,"  92,304 ",DENMARK,전문
VIDAZA INJ 100MG,비다자주100밀리그램,100MG/VIAL,"  8,748,986 ",U.K,전문
VIDEX EC CAPS. 400MG,바이덱스EC서방캅셀400밀리그램,30CAP/BOTTLE,"  23,239 ",USA,전문
VIEKIRA 12.5/75/50MG TAB,비키라정,2TAB/7PTP/4PACK/BOX,"  7,533,863 ",U.K,전문
VIGAMOX 0.5% STERILE OPHTHALMIC SOLUTION,비가목스점안액0.5%,5ML/BOTTLE/PACK,"  2,106,074 ",SINGAPORE,전문
VIGAMOX 0.5% STERILE OPHTHALMIC SOLUTION,비가목스점안액0.5%,5ML/BOTTLE/PACK,  22 ,USA,전문
VIMIZIM INJ.(ELOSULFASE ALFA),비미짐주,5MG/VIAL,"  4,833,000 ",U.K,전문
VIMOVO 500MG/20MG TAB,비모보정500/20밀리그램,30TAB/1BOTTLE/PACK,"  1,291,197 ",SWEDEN,전문
VIMOVO 500MG/20MG TAB,비모보정500/20밀리그램,60TAB/1BOTTLE/PACK,"  3,867,178 ",SWEDEN,전문
VIMPAT TABLET 50MG(LACOSAMIDE),빔팻정50mg,14TAB/4PTP/BOX,"  13,480 ",BELGIUM,전문
VINBLASTINE SULFATE PCH INJ,황산빈블라스틴피씨에치주사,1VIAL/PACK,"  13,964 ",NETHERLANDS,전문
VIREAD TAB,비리어드정,30TAB/BOTTLE,"  71,442,398 ",U.K,전문
VIRGAN EYEDROPS GEL,버간점안겔,5G/TUBE,"  121,329 ",FRANCE,전문
VISANNE TAB.,비잔정,14TAB/2PTP/PACK,"  2,604,960 ",GERMANY,전문
VISCOAT OPTHALMIC SOLUTION,비스코트점안액,0.75ML/1SYRINGE/PACK,"  396,341 ",BELGIUM,전문
VISIPAQUE270MG INJECTION,비지파크주270밀리그램,100ML/10USB/PACK,"  2,562,696 ",NORWAY,전문
VISIPAQUE270MG INJECTION,비지파크주270밀리그램,50ML/10USB/PACK,"  485,608 ",NORWAY,전문
VISIPAQUE320MG INJECTION,비지파크주320밀리그램,100ML/10USB/PACK,"  8,261,100 ",NORWAY,전문
VISIPAQUE320MG INJECTION,비지파크주320밀리그램,150ML/10USB/PACK,"  1,896,773 ",NORWAY,전문
VISIPAQUE320MG INJECTION,비지파크주320밀리그램,200ML/10USB/PACK,"  1,561,971 ",NORWAY,전문
VISIPAQUE320MG INJECTION,비지파크주320밀리그램,50ML/10USB/PACK,"  1,310,386 ",NORWAY,전문
VISUDYNE INJ.,비쥬다인주사,15ML/VIAL,"  540,967 ",SWITZERLAND,전문
VITAMIN D3 B.O.N. INJ,비타민D3비오엔주,1ML/AMP,"  619,296 ",FRANCE,전문
VITAMIN D3 VICOTRAT INJ(CHOLECALCIFEROL),비타민디(D)3비코트랫주,1ML/5AMP/PACK,"  282,324 ",GERMANY,전문
VIVACOR TABLETS 10MG,비바코정10밀리그램,30TAB/BOTTLE,"  3,290,919 ",CANADA,전문
VIVACOR TABLETS 10MG,비바코정10밀리그램,7TAB/4PTP/BOX,"  524,155 ",CANADA,전문
VIVACOR TABLETS 20MG,비바코정20밀리그램,30TAB/BOTTLE,"  276,424 ",CANADA,전문
VIVACOR TABLETS 5MG,비바코정5밀리그램,30TAB/BOTTLE,"  1,924,940 ",CANADA,전문
VIVACOR TABLETS 5MG,비바코정5밀리그램,7TAB/4PTP/BOX,"  296,124 ",CANADA,전문
VIVIANT TAB 20MG,비비안트정20밀리그램,14TAB/2PTP/PACK,"  2,227,326 ",U.K,전문
VOLBRIS TAB. 10MG,볼리브리스정10밀리그램,10TAB/3PTP/PACK,"  587,654 ",CANADA,전문
VOLBRIS TAB. 5MG,볼리브리스정5밀리그램,10TAB/3PTP/PACK,"  518,957 ",CANADA,전문
VOLULYTE INJ 6%,볼루라이트주6%,500ML/BAG,"  4,687,920 ",GERMANY,전문
VOLUVEN INJ,볼루벤주,500ML/BAG,"  348,956 ",GERMANY,전문
VORICO TAB. 200MG (VORICONAZOLE),보리코정200밀리그램,10TAB/3PTP/BOX,"  6,177 ",NETHERLANDS,전문
VOTRIENT TAB 200MG(PAZOPANIB HYDROCHLORIDE),보트리엔트정200밀리그램,30TAB/1BOTTLE/PACK,"  893,580 ",U.K,전문
VOTRIENT TAB 400MG(PAZOPANIB HYDROCHLORIDE),보트리엔트정400밀리그램,30TAB/1BOTTLE/PACK,"  6,135,250 ",U.K,전문
VPRIV INJ.,비프리브주,4ML/VIAL,"  1,030,848 ",IRELAND,전문
VYTORIN TAB 10/10,바이토린정10/10,10TAB/3PTP/PACK,"  6,926,011 ",AUSTRALIA,전문
VYTORIN TAB 10/20,바이토린정10/20,10TAB/3PTP/PACK,"  5,910,336 ",AUSTRALIA,전문
VYTORIN TAB 10/40,바이토린정10/40,10TAB/3PTP/PACK,"  359,410 ",AUSTRALIA,전문
WELLBUTRIN SR TABLETS 150MG,웰부트린서방정150㎎,10TAB/6PTP/PACK,"  1,432,046 ",AUSTRALIA,전문
WELLBUTRIN XL TABLETS 150MG,웰부트린엑스엘정150밀리그램,30TAB/1BOTTLE/PACK,"  382,925 ",CANADA,전문
WELLBUTRIN XL TABLETS 300MG,웰부트린엑스엘정300밀리그램,30TAB/1BOTTLE/PACK,"  463,435 ",CANADA,전문
WILIZIN CAPSULE 25MG,윌리진캡슐25밀리그램,100CAP/BOTTLE,"  42,900 ",TAIWAN,전문
WILIZIN CAPSULE 50MG,윌리진캡슐50밀리그램,100CAP/BOTTLE,"  66,508 ",TAIWAN,전문
WINRHO SDF INJ 1500IU,윈로에스디에프주1500IU,1VIAL/BOX,"  177,152 ",CANADA,전문
WINRHO SDF INJ 600IU,윈로에스디에프주600IU,1VIAL/BOX,"  9,648 ",CANADA,전문
"XALACOM EYE DROPS, SOLUTION 2.5ML",잘라콤점안액,2.5ML/BOTTLE,"  681,378 ",BELGIUM,전문
XALATAN EYE DROPS 50MCG/ML,잘라탄점안액50mcg/mL,0.2ML/30TUBE/PACK,"  584,758 ",U.K,전문
XALATAN EYE DROPS 50MCG/ML,잘라탄점안액50mcg/mL,2.5ML/BOTTLE,"  6,518,927 ",U.K,전문
XALKORI CAP 200MG,잴코리캡슐200밀리그램,10CAP/6PTP/PACK,"  816,000 ",USA,전문
XALKORI CAP 250MG,잴코리캡슐250밀리그램,10CAP/6PTP/PACK,"  9,624,480 ",USA,전문
XALVOBIN TABLET 500MG,잘보빈정500밀리그램,12TAB/10PTP/PACK,"  46,382 ",CYPRUS,전문
XAMIOL GEL,자미올겔,60G/1GEL/BOX,"  110,105 ",DENMARK,전문
XAMIOL GEL,자미올겔,60G/BOTTLE,"  745,473 ",DENMARK,전문
XANBON S INJECTION,키산본에스주사액,5ML/50AMP/BOX,"  455,037 ",JAPAN,전문
XARELTO TAB 10MG,자렐토정10밀리그램,10TAB/3PTP/PACK,"  5,675,326 ",GERMANY,전문
XARELTO TAB 15MG,자렐토정15밀리그램,10TAB/10PTP/PACK,"  4,110,753 ",GERMANY,전문
XARELTO TAB 15MG,자렐토정15밀리그램,10TAB/3PTP/PACK,"  4,406,587 ",GERMANY,전문
XARELTO TAB 20MG,자렐토정20밀리그램,10TAB/10PTP/PACK,"  5,016,242 ",GERMANY,전문
XARELTO TAB 20MG,자렐토정20밀리그램,10TAB/3PTP/PACK,"  6,399,052 ",GERMANY,전문
XELJANZ TAB 5MG,젤잔즈정5밀리그램,30TAB/BOTTLE,"  1,419,726 ",USA,전문
XELODA TAB.150MG,젤로다정150밀리그램,10TAB/6PTP/PACK,"  583,206 ",SWITZERLAND,전문
XELODA TAB.500MG,젤로다정500밀리그램,10TAB/12PTP/PACK,"  3,319,811 ",SWITZERLAND,전문
XENETIX300 INJ.,제네틱스300주사,100ML/10BAG/BOX,"  77,781 ",FRANCE,전문
XENETIX300 INJ.,제네틱스300주사,100ML/10VIAL/BOX,"  846,369 ",FRANCE,전문
XENETIX300 INJ.,제네틱스300주사,150ML/10BAG/BOX,"  3,342,534 ",FRANCE,전문
XENETIX300 INJ.,제네틱스300주사,150ML/10VIAL/BOX,"  830,012 ",FRANCE,전문
XENETIX300 INJ.,제네틱스300주사,150ML/BAG/BOX,"  333,086 ",FRANCE,전문
XENETIX300 INJ.,제네틱스300주사,500ML/10BAG/BOX,"  1,857,036 ",FRANCE,전문
XENETIX300 INJ.,제네틱스300주사,500ML/10VIAL/BOX,"  3,754 ",FRANCE,전문
XENETIX300 INJ.,제네틱스300주사,500ML/1VIAL/BOX,"  489,698 ",FRANCE,전문
XENETIX300 INJ.,제네틱스300주사,50ML/25VIAL/BOX,"  86,849 ",FRANCE,전문
XENETIX350 INJ.,제네틱스350주사,100ML/10BAG/BOX,"  73,507 ",FRANCE,전문
XENETIX350 INJ.,제네틱스350주사,100ML/10VIAL/BOX,"  1,089,497 ",FRANCE,전문
XENETIX350 INJ.,제네틱스350주사,150ML/10BAG/BOX,"  1,342,136 ",FRANCE,전문
XENETIX350 INJ.,제네틱스350주사,150ML/10VIAL/BOX,"  2,088,963 ",FRANCE,전문
XENETIX350 INJ.,제네틱스350주사,150ML/BAG/BOX,  579 ,FRANCE,전문
XENETIX350 INJ.,제네틱스350주사,500ML/10BAG/BOX,"  1,334,110 ",FRANCE,전문
XENETIX350 INJ.,제네틱스350주사,500ML/1VIAL/BOX,"  679,893 ",FRANCE,전문
XENETIX350 INJ.,제네틱스350주사,50ML/25VIAL/BOX,"  61,726 ",FRANCE,전문
XENICAL CAP. 120MG,제니칼캡슐120밀리그램,21CAP/4PTP/PACK,"  793,702 ",GERMANY,전문
XENICAL CAP. 120MG,제니칼캡슐120밀리그램,21CAP/4PTP/PACK,"  1,232,458 ",U.K,전문
XEOMIN INJ,제오민주,100UNIT/1VIAL/PACK,"  2,013,787 ",GERMANY,전문
XGEVA INJECTION(DENOSUMAB),엑스지바주,1.7ML/1VIAL/PACK,"  134,545 ",USA,전문
XIGDUO XR TAB 10MG/1000MG,직듀오서방정10/1000밀리그램,6TAB/5PTP/PACK,"  1,809,037 ",SWEDEN,전문
XIGDUO XR TAB 10MG/500MG,직듀오서방정10/500밀리그램,6TAB/5PTP/PACK,"  1,009,643 ",SWEDEN,전문
XILEP CAP 40MG,자이렙캡슐40밀리그램,7CAP/4PTP/PACK,"  6,223 ",SWITZERLAND,전문
XILEP XL TABLET,자이렙엑스엘서방정,14TAB/2PTP/PACK,"  504,439 ",SWITZERLAND,전문
XOFIGO INJ.,조피고주,6ML/1VIAL/PACK,"  102,431 ",GERMANY,전문
"XOGEL ADULT, GINGIVAL GEL",조겔어덜트진지발겔,50G/BOTTLE,"  41,759 ",FRANCE,전문
XOLAIR INJECTION,졸레어주사,(1VIAL+1AMP)/BOX,"  1,419,489 ",SWITZERLAND,전문
XOLAIR PREFILLED SYRINGE INJECTION 150(OMALIZUMAB),졸레어프리필드시린지주150,1ML/1PFS/PACK,  486 ,U.K,전문
